Params, Params, Params, Params, DAG-1, DAG-1, DAG-1, DAG-5, DAG-5, DAG-5, DAG-7, DAG-7, DAG-7, DAG-17, DAG-17, DAG-17, DAG-19, DAG-19, DAG-19, DAG-23, DAG-23, DAG-23
1, [None,1], 200, 18, 1.0, 0.01, 0.505, 0.02, 0.01, 0.0, 1.0, 0.01, 0.01, 0.03, 0.0, 0.851, 0.941, 0.0, 0.545, 0.059, 0.01, 0.0
1, [None,1], 200, 19, 0.548, 0.01, 0.515, 0.99, 0.644, 0.0, 0.548, 0.614, 0.01, 0.97, 0.0, 0.693, 0.525, 0.0, 0.495, 1.0, 0.762, 0.0
2, [None,2], 50, 0, 0.507, 0.95, 0.01, 0.446, 0.139, 0.0, 0.507, 0.089, 0.01, 0.416, 0.417, 0.01, 0.584, 0.417, 0.01, 0.347, 0.069, 0.0
2, [None,2], 50, 1, 0.173, 0.218, 0.01, 0.634, 0.01, 0.0, 0.173, 0.01, 0.03, 0.01, 0.161, 0.01, 0.604, 0.161, 0.01, 0.01, 0.01, 0.0
2, [None,2], 50, 2, 0.285, 0.723, 0.01, 0.851, 0.04, 0.0, 0.285, 0.059, 0.05, 0.149, 1.0, 0.01, 0.198, 1.0, 0.01, 0.228, 0.05, 0.0
2, [None,2], 50, 3, 0.871, 0.99, 0.01, 0.238, 0.04, 0.0, 0.871, 0.03, 0.04, 0.02, 0.791, 0.01, 0.673, 0.791, 0.01, 0.01, 0.04, 0.0
2, [None,2], 50, 4, 0.136, 0.545, 0.01, 0.089, 0.069, 0.0, 0.136, 0.02, 0.02, 0.426, 0.237, 0.03, 0.693, 0.237, 0.01, 0.515, 0.079, 0.0
2, [None,2], 50, 5, 0.533, 0.535, 0.01, 0.158, 0.05, 0.0, 0.533, 0.089, 0.01, 0.01, 0.267, 0.02, 0.98, 0.267, 0.01, 0.01, 0.693, 0.0
2, [None,2], 50, 6, 0.886, 0.663, 0.01, 0.525, 0.02, 0.386, 0.886, 0.01, 0.297, 0.297, 0.415, 0.01, 0.614, 0.415, 0.01, 0.347, 0.02, 0.386
2, [None,2], 50, 7, 0.201, 0.416, 0.01, 0.01, 0.01, 0.03, 0.201, 0.01, 0.02, 0.01, 0.251, 0.05, 0.208, 0.251, 0.01, 0.01, 0.228, 0.03
2, [None,2], 50, 8, 0.156, 0.693, 0.01, 0.178, 0.01, 0.015, 0.156, 0.01, 0.01, 0.02, 0.01, 0.01, 0.713, 0.01, 0.01, 0.02, 0.01, 0.015
2, [None,2], 50, 9, 1.0, 0.515, 0.01, 0.188, 0.01, 0.75, 1.0, 0.01, 0.238, 0.109, 1.0, 0.01, 0.139, 1.0, 0.01, 0.168, 0.01, 0.75
2, [None,2], 50, 10, 0.427, 0.564, 0.059, 0.129, 0.069, 0.001, 0.427, 0.109, 0.02, 0.317, 0.817, 0.079, 0.842, 0.817, 0.04, 0.317, 0.267, 0.001
2, [None,2], 50, 11, 1.0, 0.475, 0.01, 0.129, 0.505, 0.045, 1.0, 0.653, 0.04, 0.069, 1.0, 0.168, 0.98, 1.0, 0.01, 0.04, 0.594, 0.045
2, [None,2], 50, 12, 0.196, 0.079, 0.04, 0.149, 0.228, 0.063, 0.196, 0.198, 0.158, 0.168, 0.203, 0.168, 0.297, 0.203, 0.01, 0.178, 0.208, 0.063
2, [None,2], 50, 13, 0.564, 0.752, 0.03, 0.911, 0.05, 0.149, 0.564, 0.069, 0.485, 0.297, 0.328, 0.149, 0.238, 0.328, 0.02, 0.267, 0.317, 0.149
2, [None,2], 50, 14, 1.0, 0.941, 0.01, 0.059, 0.01, 0.014, 1.0, 0.02, 0.01, 0.01, 0.786, 0.02, 1.0, 0.786, 0.01, 0.01, 0.129, 0.014
2, [None,2], 50, 15, 0.099, 0.743, 0.01, 0.03, 0.297, 0.0, 0.099, 0.228, 0.01, 0.119, 0.533, 0.01, 0.238, 0.533, 0.01, 0.188, 0.406, 0.0
2, [None,2], 50, 16, 1.0, 0.693, 0.01, 0.931, 0.03, 0.0, 1.0, 0.079, 0.01, 0.238, 0.138, 0.01, 0.96, 0.138, 0.01, 0.208, 0.188, 0.0
2, [None,2], 50, 17, 0.364, 0.842, 0.495, 0.653, 0.96, 0.251, 0.364, 0.941, 0.545, 0.95, 0.908, 0.317, 0.871, 0.908, 0.535, 0.921, 0.663, 0.251
2, [None,2], 50, 18, 1.0, 0.574, 0.01, 0.079, 0.03, 0.0, 1.0, 0.01, 0.01, 0.119, 1.0, 0.01, 0.485, 1.0, 0.01, 0.079, 0.05, 0.0
2, [None,2], 50, 19, 0.69, 0.911, 0.01, 0.149, 0.03, 0.0, 0.69, 0.04, 0.01, 0.851, 0.203, 0.01, 0.941, 0.203, 0.01, 0.842, 0.079, 0.0
2, [None,2], 100, 0, 0.313, 0.97, 0.01, 0.03, 0.109, 0.028, 0.313, 0.178, 0.01, 0.01, 0.324, 0.149, 0.485, 0.324, 0.01, 0.01, 0.297, 0.028
2, [None,2], 100, 1, 0.006, 0.545, 0.01, 0.059, 0.01, 0.0, 0.006, 0.01, 0.01, 0.416, 0.488, 0.01, 0.168, 0.488, 0.01, 0.366, 0.01, 0.0
2, [None,2], 100, 2, 0.183, 0.525, 0.01, 0.554, 0.01, 0.0, 0.183, 0.02, 0.01, 0.248, 0.558, 0.01, 0.762, 0.558, 0.01, 0.248, 0.059, 0.0
2, [None,2], 100, 3, 0.241, 0.525, 0.02, 0.01, 0.01, 0.0, 0.241, 0.02, 0.01, 0.01, 0.156, 0.059, 0.426, 0.156, 0.01, 0.01, 0.03, 0.0
2, [None,2], 100, 4, 1.0, 0.614, 0.01, 0.277, 0.812, 0.0, 1.0, 0.762, 0.01, 0.98, 1.0, 0.01, 0.644, 1.0, 0.01, 0.941, 0.842, 0.0
2, [None,2], 100, 5, 0.836, 0.96, 0.01, 0.149, 0.416, 0.0, 0.836, 0.535, 0.01, 0.01, 0.781, 0.01, 0.762, 0.781, 0.01, 0.01, 0.772, 0.0
2, [None,2], 100, 6, 0.662, 1.0, 0.01, 0.059, 0.01, 0.0, 0.662, 0.01, 0.01, 0.01, 1.0, 0.089, 0.426, 1.0, 0.01, 0.01, 0.653, 0.0
2, [None,2], 100, 7, 0.225, 0.624, 0.01, 0.01, 0.04, 0.004, 0.225, 0.02, 0.069, 0.01, 0.178, 0.01, 0.97, 0.178, 0.01, 0.01, 0.396, 0.004
2, [None,2], 100, 8, 0.522, 0.822, 0.109, 0.149, 0.743, 0.299, 0.522, 0.782, 0.05, 0.703, 1.0, 0.02, 0.05, 1.0, 0.149, 0.604, 0.574, 0.299
2, [None,2], 100, 9, 0.262, 0.901, 0.01, 0.079, 0.01, 0.554, 0.262, 0.01, 0.04, 0.02, 1.0, 0.02, 0.366, 1.0, 0.01, 0.01, 0.04, 0.554
2, [None,2], 100, 10, 1.0, 0.911, 0.04, 0.079, 0.02, 0.004, 1.0, 0.01, 0.02, 0.119, 0.377, 0.198, 0.871, 0.377, 0.079, 0.109, 0.178, 0.004
2, [None,2], 100, 11, 0.651, 0.139, 0.01, 0.307, 0.02, 0.001, 0.651, 0.01, 0.01, 0.01, 1.0, 0.01, 0.208, 1.0, 0.01, 0.01, 0.277, 0.001
2, [None,2], 100, 12, 0.149, 0.564, 0.01, 0.663, 0.01, 0.0, 0.149, 0.01, 0.01, 0.02, 1.0, 0.01, 0.386, 1.0, 0.01, 0.01, 0.02, 0.0
2, [None,2], 100, 13, 1.0, 0.455, 0.01, 0.178, 0.01, 0.007, 1.0, 0.01, 0.04, 0.079, 0.175, 0.02, 0.505, 0.175, 0.01, 0.109, 0.02, 0.007
2, [None,2], 100, 14, 0.015, 0.624, 0.01, 0.02, 0.03, 0.0, 0.015, 0.109, 0.01, 0.03, 0.398, 0.01, 0.119, 0.398, 0.01, 0.02, 0.069, 0.0
2, [None,2], 100, 15, 0.218, 0.495, 0.01, 0.406, 0.168, 0.0, 0.218, 0.218, 0.01, 0.347, 0.861, 0.01, 0.238, 0.861, 0.01, 0.356, 0.228, 0.0
2, [None,2], 100, 16, 0.168, 0.97, 0.01, 0.158, 0.832, 0.0, 0.168, 0.881, 0.01, 0.238, 1.0, 0.01, 0.683, 1.0, 0.01, 0.178, 0.861, 0.0
2, [None,2], 100, 17, 0.096, 0.911, 0.01, 0.307, 0.01, 0.0, 0.096, 0.01, 0.01, 0.109, 0.279, 0.01, 0.317, 0.279, 0.01, 0.149, 0.05, 0.0
2, [None,2], 100, 18, 0.456, 0.812, 0.01, 0.01, 0.01, 0.0, 0.456, 0.01, 0.01, 0.05, 0.915, 0.01, 0.881, 0.915, 0.01, 0.059, 0.01, 0.0
2, [None,2], 100, 19, 0.478, 0.733, 0.01, 0.03, 0.01, 0.0, 0.478, 0.01, 0.02, 0.03, 1.0, 0.01, 0.802, 1.0, 0.01, 0.02, 0.02, 0.0
2, [None,2], 200, 0, 0.365, 0.891, 0.01, 0.901, 0.03, 0.0, 0.365, 0.04, 0.01, 0.97, 1.0, 0.01, 0.881, 1.0, 0.01, 1.0, 0.119, 0.0
2, [None,2], 200, 1, 0.443, 0.752, 0.01, 0.277, 0.01, 0.007, 0.443, 0.01, 0.05, 0.02, 1.0, 0.01, 0.238, 1.0, 0.01, 0.02, 0.01, 0.007
2, [None,2], 200, 2, 0.45, 0.733, 0.01, 0.376, 0.119, 0.0, 0.45, 0.149, 0.01, 0.238, 0.249, 0.01, 0.683, 0.249, 0.01, 0.149, 0.574, 0.0
2, [None,2], 200, 3, 0.545, 0.653, 0.01, 0.01, 0.317, 0.0, 0.545, 0.356, 0.01, 0.01, 0.655, 0.01, 0.98, 0.655, 0.01, 0.01, 0.01, 0.0
2, [None,2], 200, 4, 0.548, 0.871, 0.01, 0.733, 0.851, 0.0, 0.548, 0.772, 0.01, 0.248, 0.127, 0.01, 0.752, 0.127, 0.01, 0.337, 0.752, 0.0
2, [None,2], 200, 5, 1.0, 0.188, 0.01, 0.208, 0.04, 0.0, 1.0, 0.01, 0.01, 0.01, 0.096, 0.01, 0.574, 0.096, 0.01, 0.01, 0.257, 0.0
2, [None,2], 200, 6, 0.089, 0.762, 0.01, 0.069, 0.01, 0.003, 0.089, 0.01, 0.04, 0.01, 0.462, 0.089, 0.554, 0.462, 0.01, 0.01, 0.554, 0.003
2, [None,2], 200, 7, 0.612, 0.683, 0.01, 0.01, 0.01, 0.0, 0.612, 0.01, 0.01, 0.01, 1.0, 0.01, 0.594, 1.0, 0.01, 0.01, 0.03, 0.0
2, [None,2], 200, 8, 0.306, 0.337, 0.01, 0.663, 0.267, 0.0, 0.306, 0.337, 0.02, 0.158, 1.0, 0.01, 0.594, 1.0, 0.01, 0.287, 0.257, 0.0
2, [None,2], 200, 9, 1.0, 0.198, 0.01, 0.01, 0.01, 0.0, 1.0, 0.01, 0.01, 0.01, 1.0, 0.01, 0.307, 1.0, 0.01, 0.02, 0.01, 0.0
2, [None,2], 200, 10, 0.231, 0.594, 0.04, 0.228, 0.01, 0.072, 0.231, 0.02, 0.465, 0.069, 0.424, 0.158, 0.901, 0.424, 0.079, 0.079, 0.069, 0.072
2, [None,2], 200, 11, 0.123, 0.584, 0.069, 0.149, 0.406, 0.078, 0.123, 0.545, 0.129, 0.059, 0.269, 0.673, 0.446, 0.269, 0.158, 0.01, 0.386, 0.078
2, [None,2], 200, 12, 1.0, 0.307, 0.01, 0.396, 0.01, 0.0, 1.0, 0.01, 0.01, 0.01, 0.348, 0.01, 0.386, 0.348, 0.01, 0.01, 0.03, 0.0
2, [None,2], 200, 13, 1.0, 0.455, 0.01, 0.683, 0.297, 0.001, 1.0, 0.366, 0.03, 0.337, 0.202, 0.01, 0.446, 0.202, 0.01, 0.238, 0.624, 0.001
2, [None,2], 200, 14, 1.0, 0.891, 0.01, 0.277, 0.01, 0.001, 1.0, 0.01, 0.01, 0.01, 0.571, 0.01, 0.762, 0.571, 0.01, 0.02, 0.168, 0.001
2, [None,2], 200, 15, 0.223, 0.436, 0.01, 0.891, 0.277, 0.0, 0.223, 0.307, 0.01, 0.723, 0.372, 0.01, 0.733, 0.372, 0.01, 0.653, 0.317, 0.0
2, [None,2], 200, 16, 1.0, 0.515, 0.01, 0.079, 0.713, 0.0, 1.0, 0.802, 0.01, 0.01, 0.126, 0.01, 0.426, 0.126, 0.01, 0.01, 0.307, 0.0
2, [None,2], 200, 17, 1.0, 0.743, 0.01, 0.861, 0.376, 0.0, 1.0, 0.446, 0.01, 0.069, 0.472, 0.01, 0.861, 0.472, 0.01, 0.03, 0.248, 0.0
2, [None,2], 200, 18, 0.79, 0.228, 0.01, 0.139, 0.01, 0.0, 0.79, 0.03, 0.01, 0.218, 1.0, 0.01, 0.257, 1.0, 0.01, 0.267, 0.089, 0.0
2, [None,2], 200, 19, 0.666, 0.564, 0.01, 0.198, 0.01, 0.0, 0.666, 0.02, 0.01, 0.02, 0.298, 0.01, 0.495, 0.298, 0.01, 0.02, 0.168, 0.0
3, [None,(0,1)], 50, 0, 0.0, 0.545, 0.535, 0.149, 0.01, 0.003, 0.0, 0.01, 0.475, 0.545, 0.0, 0.634, 0.713, 0.0, 0.545, 0.545, 0.158, 0.003
3, [None,(0,1)], 50, 1, 0.0, 0.406, 0.05, 0.228, 0.604, 0.0, 0.0, 0.752, 0.673, 0.059, 0.0, 0.465, 0.05, 0.0, 0.069, 0.059, 0.802, 0.0
3, [None,(0,1)], 50, 2, 0.125, 0.238, 0.485, 0.554, 0.327, 0.002, 0.125, 0.446, 0.446, 0.515, 0.0, 0.97, 0.842, 0.0, 0.446, 0.406, 0.644, 0.002
3, [None,(0,1)], 50, 3, 0.0, 0.01, 0.149, 0.297, 0.01, 0.0, 0.0, 0.01, 0.495, 0.02, 0.235, 0.03, 0.02, 0.235, 0.168, 0.01, 0.04, 0.0
3, [None,(0,1)], 50, 4, 0.004, 0.129, 0.663, 0.703, 0.109, 0.0, 0.004, 0.099, 0.277, 0.02, 0.0, 0.584, 0.02, 0.0, 0.614, 0.02, 0.01, 0.0
3, [None,(0,1)], 50, 5, 0.0, 0.634, 0.495, 0.089, 0.396, 0.0, 0.0, 0.386, 0.455, 0.248, 0.0, 0.089, 0.109, 0.0, 0.515, 0.228, 0.178, 0.0
3, [None,(0,1)], 50, 6, 0.0, 0.119, 0.248, 0.505, 0.069, 0.0, 0.0, 0.069, 0.149, 0.98, 0.088, 0.139, 0.069, 0.088, 0.248, 0.931, 0.188, 0.0
3, [None,(0,1)], 50, 7, 0.022, 0.327, 0.574, 0.901, 0.01, 0.027, 0.022, 0.01, 0.485, 0.792, 0.001, 0.505, 0.495, 0.001, 0.644, 0.822, 0.139, 0.027
3, [None,(0,1)], 50, 8, 0.0, 0.842, 0.98, 0.198, 0.059, 0.0, 0.0, 0.04, 0.683, 0.04, 0.0, 0.287, 0.723, 0.0, 0.941, 0.02, 0.119, 0.0
3, [None,(0,1)], 50, 9, 0.387, 1.0, 0.832, 0.832, 0.772, 0.379, 0.387, 0.683, 0.98, 0.99, 1.0, 0.663, 0.871, 1.0, 0.832, 0.97, 0.743, 0.379
3, [None,(0,1)], 50, 10, 0.407, 0.158, 0.515, 0.832, 0.911, 0.283, 0.407, 0.871, 0.079, 0.802, 0.186, 0.802, 0.713, 0.186, 0.614, 0.842, 0.941, 0.283
3, [None,(0,1)], 50, 11, 0.0, 0.168, 0.564, 0.02, 0.01, 0.013, 0.0, 0.01, 0.782, 0.01, 0.0, 0.228, 0.297, 0.0, 0.525, 0.01, 0.109, 0.013
3, [None,(0,1)], 50, 12, 0.0, 0.881, 0.871, 0.03, 0.723, 0.001, 0.0, 0.644, 0.97, 0.01, 0.006, 0.802, 0.149, 0.006, 0.941, 0.01, 0.832, 0.001
3, [None,(0,1)], 50, 13, 1.0, 0.01, 0.97, 0.693, 0.02, 0.111, 1.0, 0.02, 0.02, 0.356, 0.006, 0.416, 0.168, 0.006, 0.99, 0.376, 0.04, 0.111
3, [None,(0,1)], 50, 14, 0.003, 0.376, 0.802, 0.218, 0.059, 0.007, 0.003, 0.109, 0.406, 0.069, 0.003, 0.416, 0.465, 0.003, 0.693, 0.089, 0.119, 0.007
3, [None,(0,1)], 50, 15, 0.0, 0.376, 0.436, 0.119, 0.535, 0.0, 0.0, 0.545, 0.376, 0.069, 0.0, 0.921, 0.921, 0.0, 0.426, 0.119, 0.446, 0.0
3, [None,(0,1)], 50, 16, 0.0, 0.248, 0.059, 0.485, 0.554, 0.0, 0.0, 0.426, 0.554, 0.287, 0.0, 0.564, 0.446, 0.0, 0.059, 0.228, 0.564, 0.0
3, [None,(0,1)], 50, 17, 0.955, 0.604, 0.396, 0.891, 0.228, 1.0, 0.955, 0.198, 0.515, 0.356, 0.288, 0.069, 0.277, 0.288, 0.396, 0.337, 0.149, 1.0
3, [None,(0,1)], 50, 18, 0.0, 0.545, 0.644, 0.426, 0.02, 0.001, 0.0, 0.04, 0.495, 0.01, 1.0, 0.02, 0.01, 1.0, 0.644, 0.01, 0.96, 0.001
3, [None,(0,1)], 50, 19, 0.0, 0.376, 0.386, 0.149, 0.337, 0.0, 0.0, 0.366, 0.297, 0.119, 0.0, 0.624, 0.05, 0.0, 0.386, 0.109, 0.762, 0.0
3, [None,(0,1)], 100, 0, 0.151, 0.01, 0.594, 0.584, 0.05, 0.0, 0.151, 0.04, 0.01, 0.574, 0.0, 0.842, 0.188, 0.0, 0.624, 0.574, 0.158, 0.0
3, [None,(0,1)], 100, 1, 0.132, 0.01, 0.624, 0.079, 0.01, 0.0, 0.132, 0.01, 0.01, 0.04, 0.0, 0.307, 0.366, 0.0, 0.485, 0.079, 0.099, 0.0
3, [None,(0,1)], 100, 2, 0.0, 0.693, 0.079, 0.792, 0.069, 0.0, 0.0, 0.099, 0.693, 0.198, 0.0, 0.673, 0.931, 0.0, 0.059, 0.248, 0.683, 0.0
3, [None,(0,1)], 100, 3, 0.003, 0.673, 0.693, 0.327, 0.069, 0.0, 0.003, 0.03, 0.129, 0.01, 0.001, 0.01, 0.01, 0.001, 0.733, 0.01, 0.436, 0.0
3, [None,(0,1)], 100, 4, 0.001, 0.01, 0.802, 0.317, 0.099, 0.0, 0.001, 0.158, 0.02, 0.04, 0.0, 0.574, 0.762, 0.0, 0.822, 0.03, 0.436, 0.0
3, [None,(0,1)], 100, 5, 0.0, 0.911, 0.743, 0.01, 0.079, 0.009, 0.0, 0.059, 0.277, 0.287, 0.0, 0.366, 0.723, 0.0, 0.792, 0.257, 0.079, 0.009
3, [None,(0,1)], 100, 6, 0.0, 0.485, 0.277, 0.03, 0.376, 0.0, 0.0, 0.327, 0.584, 0.366, 0.0, 0.416, 0.188, 0.0, 0.416, 0.297, 0.327, 0.0
3, [None,(0,1)], 100, 7, 0.133, 0.673, 0.871, 0.931, 0.871, 0.208, 0.133, 0.861, 0.921, 0.733, 0.512, 0.594, 0.693, 0.512, 0.881, 0.822, 0.703, 0.208
3, [None,(0,1)], 100, 8, 0.0, 0.02, 0.772, 0.653, 0.02, 0.0, 0.0, 0.01, 0.04, 0.149, 0.0, 0.188, 0.297, 0.0, 0.812, 0.178, 0.079, 0.0
3, [None,(0,1)], 100, 9, 0.0, 0.98, 0.089, 0.03, 0.01, 0.0, 0.0, 0.01, 0.97, 0.01, 0.0, 0.158, 0.198, 0.0, 0.099, 0.01, 0.02, 0.0
3, [None,(0,1)], 100, 10, 0.0, 0.04, 0.139, 0.01, 0.01, 0.016, 0.0, 0.01, 0.03, 0.01, 0.005, 0.673, 0.01, 0.005, 0.089, 0.01, 0.505, 0.016
3, [None,(0,1)], 100, 11, 0.0, 0.624, 0.901, 0.822, 0.119, 0.0, 0.0, 0.079, 0.693, 0.079, 0.0, 0.614, 0.723, 0.0, 0.812, 0.069, 0.495, 0.0
3, [None,(0,1)], 100, 12, 0.0, 0.871, 0.257, 0.584, 0.584, 0.0, 0.0, 0.455, 0.772, 0.337, 0.0, 0.178, 0.287, 0.0, 0.228, 0.327, 0.594, 0.0
3, [None,(0,1)], 100, 13, 0.003, 0.01, 0.347, 0.059, 0.198, 0.012, 0.003, 0.218, 0.01, 0.03, 0.001, 0.317, 0.01, 0.001, 0.257, 0.03, 0.416, 0.012
3, [None,(0,1)], 100, 14, 0.066, 0.01, 0.01, 0.01, 0.01, 0.0, 0.066, 0.01, 0.188, 0.327, 0.0, 0.554, 0.802, 0.0, 0.01, 0.257, 0.277, 0.0
3, [None,(0,1)], 100, 15, 0.0, 0.584, 0.455, 0.416, 0.059, 0.0, 0.0, 0.04, 0.495, 0.04, 0.0, 0.842, 0.812, 0.0, 0.495, 0.04, 0.178, 0.0
3, [None,(0,1)], 100, 16, 0.086, 0.01, 0.891, 0.376, 0.178, 0.0, 0.086, 0.198, 0.03, 0.762, 0.0, 0.812, 0.673, 0.0, 0.871, 0.772, 0.218, 0.0
3, [None,(0,1)], 100, 17, 0.0, 0.99, 0.416, 0.05, 0.604, 0.0, 0.0, 0.653, 0.525, 0.01, 0.0, 0.228, 0.109, 0.0, 0.356, 0.01, 0.693, 0.0
3, [None,(0,1)], 100, 18, 0.0, 0.99, 0.644, 0.05, 0.782, 0.0, 0.0, 0.604, 0.307, 0.366, 0.0, 0.198, 0.762, 0.0, 0.505, 0.446, 0.475, 0.0
3, [None,(0,1)], 100, 19, 0.0, 0.386, 0.069, 0.743, 0.97, 0.0, 0.0, 0.97, 0.733, 0.713, 0.0, 0.01, 0.832, 0.0, 0.089, 0.762, 0.881, 0.0
3, [None,(0,1)], 200, 0, 0.0, 0.99, 0.396, 0.871, 0.416, 0.0, 0.0, 0.347, 0.545, 0.277, 0.0, 0.98, 0.822, 0.0, 0.465, 0.257, 0.911, 0.0
3, [None,(0,1)], 200, 1, 0.0, 0.634, 0.881, 0.04, 0.01, 0.0, 0.0, 0.01, 0.97, 0.01, 0.0, 0.03, 0.129, 0.0, 0.891, 0.02, 0.366, 0.0
3, [None,(0,1)], 200, 2, 0.0, 0.842, 0.881, 0.059, 0.307, 0.0, 0.0, 0.238, 0.931, 0.01, 0.0, 0.317, 0.228, 0.0, 0.96, 0.01, 0.574, 0.0
3, [None,(0,1)], 200, 3, 0.216, 0.99, 0.04, 0.059, 0.069, 0.249, 0.216, 0.04, 0.188, 0.01, 0.001, 0.139, 0.188, 0.001, 0.03, 0.01, 0.01, 0.249
3, [None,(0,1)], 200, 4, 0.0, 0.891, 0.426, 0.99, 0.901, 0.0, 0.0, 0.822, 0.782, 0.96, 0.0, 0.921, 0.347, 0.0, 0.356, 0.921, 0.99, 0.0
3, [None,(0,1)], 200, 5, 0.0, 0.723, 0.584, 0.089, 0.158, 0.0, 0.0, 0.208, 0.95, 0.01, 0.0, 0.228, 0.02, 0.0, 0.624, 0.01, 0.149, 0.0
3, [None,(0,1)], 200, 6, 0.004, 0.366, 0.02, 0.01, 0.03, 0.0, 0.004, 0.02, 0.792, 0.03, 0.0, 0.099, 0.248, 0.0, 0.03, 0.02, 0.099, 0.0
3, [None,(0,1)], 200, 7, 0.0, 0.129, 0.743, 0.584, 0.129, 0.0, 0.0, 0.149, 0.069, 0.95, 0.0, 0.446, 0.535, 0.0, 0.743, 0.97, 0.297, 0.0
3, [None,(0,1)], 200, 8, 0.0, 0.554, 0.089, 0.792, 0.01, 0.0, 0.0, 0.01, 0.97, 0.594, 0.0, 1.0, 0.386, 0.0, 0.059, 0.683, 0.079, 0.0
3, [None,(0,1)], 200, 9, 0.0, 0.99, 0.396, 0.01, 0.198, 0.0, 0.0, 0.198, 0.97, 0.069, 0.0, 0.178, 0.129, 0.0, 0.416, 0.05, 0.693, 0.0
3, [None,(0,1)], 200, 10, 0.0, 0.01, 0.564, 0.01, 0.01, 0.0, 0.0, 0.01, 0.297, 0.01, 0.0, 0.446, 0.01, 0.0, 0.525, 0.01, 0.089, 0.0
3, [None,(0,1)], 200, 11, 0.082, 0.01, 0.099, 0.158, 0.01, 0.01, 0.082, 0.01, 0.218, 0.01, 0.001, 0.01, 0.02, 0.001, 0.168, 0.01, 0.119, 0.01
3, [None,(0,1)], 200, 12, 0.0, 0.98, 0.663, 0.584, 0.446, 0.0, 0.0, 0.356, 1.0, 0.297, 0.0, 0.545, 0.95, 0.0, 0.644, 0.287, 0.792, 0.0
3, [None,(0,1)], 200, 13, 0.0, 0.218, 0.465, 0.089, 0.416, 0.0, 0.0, 0.317, 0.307, 0.059, 0.0, 0.099, 0.079, 0.0, 0.366, 0.05, 0.327, 0.0
3, [None,(0,1)], 200, 14, 0.0, 0.149, 0.446, 0.673, 0.099, 0.0, 0.0, 0.079, 0.832, 0.02, 0.0, 0.129, 0.069, 0.0, 0.485, 0.01, 0.267, 0.0
3, [None,(0,1)], 200, 15, 0.0, 0.97, 1.0, 0.05, 0.158, 0.0, 0.0, 0.228, 0.277, 0.97, 0.0, 0.871, 1.0, 0.0, 0.99, 0.97, 0.089, 0.0
3, [None,(0,1)], 200, 16, 0.0, 0.218, 0.97, 0.822, 0.505, 0.0, 0.0, 0.594, 0.535, 1.0, 0.0, 0.99, 0.95, 0.0, 0.96, 1.0, 0.931, 0.0
3, [None,(0,1)], 200, 17, 0.0, 0.574, 0.733, 0.287, 0.03, 0.0, 0.0, 0.05, 0.347, 0.02, 0.0, 0.396, 0.277, 0.0, 0.762, 0.02, 0.564, 0.0
3, [None,(0,1)], 200, 18, 0.0, 0.98, 0.812, 0.01, 0.01, 0.022, 0.0, 0.01, 0.891, 0.01, 0.038, 0.386, 0.01, 0.038, 0.762, 0.01, 0.168, 0.022
